title,listed_in,scored
once upon a time in mexico,"action, adventure, drama",3.5
once upon a crime,comedy,3.5
on top of old smoky,western,3.6
on golden pond,drama,3.5
off the lip,comedy,3.5
now is the time,"documentary, special interest",3.5
not like everyone else,drama,3.5
no secrets,"drama, suspense",3.5
night of the demons,"action, comedy, horror",3.6
new year's evil,horror,3.5
mysteries of the superstition mountains,"documentary, drama, suspense",3.6
my story,drama,3.5
my name is pauli murray,"documentary, drama",3.5
my kingdom come,documentary,3.6
my grandpa is an alien,"action, comedy, kids",3.5
motel hell,"horror, science fiction",3.5
more sex and the single mom,"drama, romance",3.6
mick jagger: the ultimate performer,documentary,3.6
max bishop,"action, comedy, suspense",3.5
man from del rio,western,3.5
makoki: a deadly love,"action, comedy",3.5
madurey,"action, drama",3.5
madison,"action, drama, sports",3.6
lucy,"comedy, drama",3.5
lovely,"comedy, drama, romance",3.6
love letters,romance,3.5
love field,drama,3.5
lost in hong kong,comedy,3.6
little man tate,drama,3.5
life in between gates,"drama, sports",3.5
lego monkie kid - us,"action, animation, kids",3.5
last of the pony riders,"comedy, western",3.5
last action hero (4k uhd),"action, adventure, comedy",3.5
last action hero,"action, comedy",3.5
lara croft tomb raider: the cradle of life (4k uhd),"action, adventure, drama",3.6
lara croft tomb raider: the cradle of life,adventure,3.6
la condesa,horror,3.6
killers,"action, comedy",3.6
judge faith,"documentary, special interest, unscripted",3.6
jiminy glick in lalawood,"comedy, suspense",3.5
je suis a stand-up: eddie izzard abroad,"arts, entertainment, and culture, comedy, special interest",3.5
jay stevens: life is hilarious,"arts, entertainment, and culture, comedy, special interest",3.5
jaguar (kannada),"drama, romance",3.5
jack ryan: shadow recruit,"action, drama",3.6
it's a wonderful afterlife,"comedy, drama",3.6
interview,drama,3.4
intentions,"comedy, drama, lgbtq",3.6
inside moves,drama,3.5
hotel limbo,comedy,3.5
highway to hell,horror,3.5
heartland,"drama, kids, western",3.5
heartbreakers,comedy,3.5
hathat neerar jonyo,romance,3.4
hamlet,drama,3.5
hackers,"drama, suspense",3.5
grizzly mountain,"kids, science fiction",3.6
good old friends,"action, comedy",3.6
goldtown ghost riders,"comedy, western",3.5
gentlemen of fortune,"comedy, drama",3.5
garden state,"arthouse, comedy, drama",3.5
future shock,"horror, science fiction",3.6
frustrated man,tv shows,3.6
fort massacre,"drama, western",3.5
fort defiance,"drama, western",3.6
fools rush in,"comedy, drama, romance",3.6
flight of the phoenix (2004),"action, adventure, drama",3.5
flash of genius,drama,3.5
first shot,action,3.6
fellini forward,"documentary, special interest",3.5
fatal contact: bird flu in america,"drama, horror, science fiction",3.5
fascination,"romance, suspense",3.5
explore with the note 2021,"action, drama, suspense",3.5
exorcist: the beginning,"action, adventure, horror",3.6
eva,drama,3.5
eternal,"horror, suspense",3.6
emerald falls,suspense,3.5
el topo,drama,3.5
eddie izzard: unrepeatable,"arts, entertainment, and culture, comedy, special interest",3.6
eddie izzard: stripped,"arts, entertainment, and culture, comedy, special interest",3.5
duplicity,"drama, suspense",3.5
doorways,"action, science fiction, suspense",3.6
dolls,horror,3.5
die hard: with a vengeance (4k uhd),"action, adventure",3.5
die hard with a vengeance,suspense,3.6
die hard,suspense,3.6
dennis gaxiola: before the wall goes up,"arts, entertainment, and culture, comedy, special interest",3.6
death wish v: the face of death,"action, drama",3.5
dc sniper,"action, suspense",3.4
creepy clowns,"horror, suspense",3.5
corey rodrigues: people whisperer,"arts, entertainment, and culture, comedy, special interest",3.6
come away home,drama,3.5
color of love: the jacey story,drama,3.5
clip: validation check capi,action,3.6
chehre,suspense,3.5
chattahoochee,drama,3.5
chaos and kindness,"comedy, documentary, drama",3.4
caveman,comedy,3.6
case sensitive: the point of rescue,"drama, suspense",3.5
carrington,"drama, romance",3.5
capricorn one,"action, suspense",3.5
calcutta 71,drama,3.5
butterflies,drama,3.5
butch cassidy and the sundance kid (4k uhd),"action, adventure, drama",3.5
butch cassidy and the sundance kid,"action, drama, western",3.5
burning man: the musical,"arts, entertainment, and culture, comedy",3.5
burn country,"drama, suspense",3.5
bulworth,"comedy, drama",3.5
bullets don't argue,western,3.6
bucket,"comedy, drama",3.5
bt: my life as i know it now!,"arts, entertainment, and culture, comedy, special interest",3.5
broken english,"arthouse, drama, romance",3.5
boris and natasha: the movie,"action, comedy",3.6
blue crush 2,"action, drama, sports",3.6
blizzard,kids,3.5
blippi's spooky spells halloween,kids,3.5
blacula,horror,3.5
"black coal, thin ice","action, drama",3.6
black as night,horror,3.6
bingo hell,horror,3.5
bhaloo,drama,3.4
beer,comedy,3.5
banshiwala,drama,3.6
bad influence,"drama, suspense",3.5
babes in toyland (1997),"animation, kids",3.5
babes in toyland (1986),"arts, entertainment, and culture",3.5
atonement,"drama, suspense",3.6
assassination,action,3.6
andy woodhull: world's greatest stepdad,"arts, entertainment, and culture, comedy, special interest",3.6
an all dogs christmas carol,kids,3.6
amazing grace (1974),comedy,3.5
all's faire in love,comedy,3.6
agathiyar,drama,3.5
"adios, sabata",adventure,3.5
acts of defiance,documentary,3.5
across the moon,drama,3.5
a good year,comedy,3.4
a chorus line,"arts, entertainment, and culture, drama",3.5
a bucket of blood,"comedy, horror",3.5
83 degrees - ski the north,"action, documentary, sports",3.4
66 sadashiv,"comedy, drama",3.4
1984,drama,3.5
10 to midnight,"action, adventure",3.5
zombie warz: falls the shadow,"action, horror",3.4
zameer,"action, drama",3.5
youth in oregon,"comedy, drama",3.6
welcome to the jungle,comedy,3.5
twelve,"drama, suspense",3.5
tuck jagadish (malayalam),"drama, kids",3.5
travel man: 48 hours in...,"action, adventure, comedy",3.5
totò eva e il pennello proibito,comedy,3.5
the selling,"comedy, horror",3.5
the right distance,"drama, suspense",3.6
the prophecy 2,drama,3.5
the prophecy,drama,3.5
the morning after,"comedy, drama, romance",3.5
the magic voyage,"action, kids",3.5
the last exorcism,horror,3.5
the lady doctor,comedy,3.5
the intruder,drama,3.5
the ice forest,"action, drama, suspense",3.5
the dog who saved christmas,"action, comedy, kids",3.5
the breaking point,"action, drama, suspense",3.4
the boyfriend school,comedy,3.6
tales of para handy,tv shows,3.5
swallows and amazons,"action, drama, kids",3.6
strathblair,drama,3.6
six three times,drama,3.5
sins of desire,"drama, suspense",3.5
side chicks,"drama, romance",3.5
shutter,"drama, suspense",3.5
savage land,"kids, western",3.5
sashinka,"comedy, drama",3.6
rupert,"animation, kids",3.5
roommate (hindi),"drama, suspense",3.5
red dog,comedy,3.6
project a-ko 2: plot of the daitokuji financial group,"animation, anime",3.5
perfect romance,comedy,3.5
pati patni aur woh,comedy,3.5
paradise by the dashboard light,drama,3.5
outlaws: the legend of o.b. taggart,western,3.4
nanak dukhiya sub sansar,"action, drama",3.5
nambiar (hindi),"comedy, drama, science fiction",3.5
naam,"drama, romance",3.5
mugguru monagallu,"comedy, drama, suspense",3.5
like dogs,horror,3.5
let there be light,"documentary, suspense",3.5
landscape artist of the year,"documentary, special interest, unscripted",3.4
kanave kalaiyadhe,"drama, romance",3.6
jack'd up,drama,3.5
if you give a mouse a cookie,kids,3.5
high wire,documentary,3.4
hawaii,drama,3.7
halloween with the new addams family,comedy,3.6
guns of banaras,"action, drama",3.5
gli onorevoli,comedy,3.5
get shorty,"comedy, suspense",3.4
games of desire,romance,3.5
friends at last,drama,3.6
final run,"action, drama",3.6
farm to fork to love,romance,3.5
exit humanity,horror,3.6
evidence of blood,drama,3.6
entanglement,drama,3.4
electrician,"arthouse, drama",3.5
dreaming of braddock,"comedy, drama",3.5
dive,drama,3.5
di-gata defenders,"action, animation, kids",3.5
deya neya,romance,3.5
delusion,"horror, suspense",3.6
defa,tv shows,3.5
dancin: it's on,"arts, entertainment, and culture",3.5
confessions of an american bride,comedy,3.5
cold turkey,comedy,3.5
clip: el anti-friendzone,tv shows,3.5
child in the night,"drama, suspense",3.5
cavendish,"comedy, drama",3.4
camouflage,"action, suspense",3.5
bermuda triangle,"action, drama",3.6
bandslam,"comedy, drama, kids",3.6
bagdad cafe,"comedy, drama",3.6
attack of the unknown,"action, horror, science fiction",3.5
apology for murder,"drama, suspense",3.6
amnesia,tv shows,3.5
all that matters,"comedy, romance",3.6
zombie massacre,"action, horror, science fiction",3.6
videola,drama,3.6
unspeakable,"drama, horror, suspense",3.4
top five,comedy,3.6
timber the treasure dog,"action, kids",3.6
tiktok,"documentary, special interest",3.6
this is us,tv shows,3.5
the right kind of wrong,"arthouse, comedy",3.5
the passion of the christ,drama,3.5
the pack,drama,3.6
the human solution,drama,3.6
the girl who killed her parents,drama,3.4
the exorcist,tv shows,3.5
the boy who killed my parents,drama,3.5
terror trap,suspense,3.5
startup,tv shows,3.6
sight unseen,"horror, suspense",3.6
secret of nimh 2: timmy to the rescue,"animation, kids",3.5
prometheus (4k uhd),science fiction,3.5
prometheus,"horror, science fiction, suspense",3.5
nootokka jillala andagadu,"comedy, drama",3.6
noddy saves christmas,"animation, special interest",3.5
new france,"documentary, drama",3.6
morphle halloween special - the halloween candy magic pet,"animation, kids",3.6
maradona - the hand of god,"drama, sports",3.5
love and love only,"drama, romance",3.6
held up,comedy,3.5
harlan county war,drama,3.6
for you i die,"drama, suspense",3.5
flawless,"comedy, drama, lgbtq",3.6
edgar allan poe's requiem for the damned,"horror, suspense",3.6
eddie izzard: circle,"arts, entertainment, and culture, comedy, special interest",3.5
criminal mind,suspense,3.5
cracking up,comedy,3.6
code red,"action, horror, science fiction",3.5
vallanzasca angel of evil,"action, drama",3.6
undergods,"comedy, drama, science fiction",3.5
two and a half men,comedy,3.5
the blackout experiment,"horror, suspense",3.6
tell it to the bees,"drama, lgbtq, romance",3.6
"no loss, no gain","action, suspense",3.5
medusa,horror,3.5
marathon,"comedy, sports",3.5
baby brokers,drama,3.5
abandoned and deceived,drama,3.5
supermansion,"animation, comedy",3.6
sharks of the corn,horror,3.5
northmen: a viking saga,action,3.6
maggie shayne's embrace the twilight,"action, romance, suspense",3.6
hell behind bars,"action, drama",3.5
head count,"horror, suspense, young adult audience",3.6
blame,"action, drama, suspense",3.5
behind the sightings,horror,3.5
almost famous,drama,3.5
wolves,"action, horror, science fiction",3.5
wishmaster,"horror, science fiction",3.5
vroomiz,"animation, kids",3.4
us,drama,3.6
tuhya dharma koncha,"drama, kids",3.6
trophy,suspense,3.6
tomorrow's joe 2 (original japanese audio),"anime, drama, sports",3.6
the tall texan,"drama, international",3.5
the slime people,science fiction,3.5
the sacrament,"arthouse, horror, suspense",3.5
the rangers: bloodstone,"action, science fiction",3.5
the dark dance,"drama, lgbtq",3.5
the collingswood story,horror,3.5
tarzan,"action, animation, drama",3.5
tainted blood,horror,3.6
surrender: hell!,"action, drama",3.5
spare room,"drama, kids",3.5
song of youth,"comedy, drama, kids",3.5
sometimes our friends come over (and sometimes we're all alone),"arthouse, drama, romance",3.5
some freaks,"comedy, drama, young adult audience",3.5
sleep eaters,horror,3.5
shark huntress,"action, horror, suspense",3.5
road to the lemon grove,drama,3.6
red sun rising,action,3.6
price of love,"drama, suspense",3.5
picasso,drama,3.5
padmavyuha,"drama, suspense",3.5
open marriage,suspense,3.6
obsession,"drama, suspense",3.5
night feeder,horror,3.5
nicholas nickleby,"adventure, drama",3.6
mystery of the nile,"documentary, special interest",3.6
moonwalkers,"action, comedy",3.5
luxor,"arthouse, romance",3.5
kanabadutaledu,"action, drama, suspense",3.5
judas,"drama, romance",3.5
joy & hope,romance,3.6
ivanhoe,"action, drama, romance",3.6
infinity paranormal investigate.,"horror, unscripted",3.5
ide antaranga shuddhi,"drama, suspense",3.6
honor among thieves,"action, western",3.5
gerri curls,comedy,3.5
filth,"arthouse, comedy, drama",3.6
faith in humanity restored,documentary,3.5
europen people,"action, documentary",3.5
eric clapton: standing at the crossroads,documentary,3.5
driven to dance,drama,3.5
die hard 2 (4k uhd),"action, adventure",3.6
dangerous afternoon,"drama, suspense",3.6
cover-up,"action, suspense",3.5
constantine and the cross,"drama, special interest",3.5
cocomelon halloween songs,kids,3.6
clip: act 5 - title 5,animation,3.6
clip: act 5 - title 3,action,3.5
cheyenne wildcat,"action, western",3.5
cbgb,"comedy, drama",3.5
brahmanandam drama company,"comedy, suspense",3.6
black book,"drama, suspense",3.4
all good things,"drama, romance, suspense",3.5
a spark in nothing,romance,3.6
a monkey's tale,animation,3.6
50 summers,"documentary, sports",3.6
what lies beneath,suspense,3.5
warning from space,"action, drama, science fiction",3.5
wallflower,suspense,3.4
true horror,tv shows,3.5
trapped child,"drama, horror, suspense",3.5
too too boy,"animation, kids",3.7
the whistle blower,"drama, suspense",3.5
the undertaker,horror,3.5
the people of the kattawapiskak river,"documentary, special interest",3.6
the host (english subtitled),"arthouse, horror, international",3.6
the green sea,"drama, suspense",3.6
the consequence,action,3.5
the best of videogyan,"animation, kids",3.5
piper's pony tales,"animation, kids",3.5
pinkfong! let's booksplore with hogi: space,"animation, kids",3.6
parched 2: hangry,"comedy, horror",3.5
open five 2,"comedy, drama",3.5
one,drama,3.6
nick baker's weird creatures,documentary,3.5
